Reporter,Year,Partner,Product categories,Indicator Type,Indicator,Indicator Value
,2018,World,Intermediate goods,Tariff,Weighted Average (%),2.187657009
,2018,World,Consumer goods,Tariff,Weighted Average (%),4.61130194
,2018,World,Capital goods,Tariff,Weighted Average (%),1.319514031
,2018,World,All Products,Trade Indicator,World Growth (%),
,2018,World,All Products,Trade Indicator,Country Growth (%),
,2018,World,All Products,Tariff,Simple Average (%),4.782763211
,2018,World,All Products,Tariff,Weighted Average (%),2.528097939
,2018,World,All Products,Tariff,Maximum Rate (%),3000
,2018,World,All Products,Tariff,Duty Free Tariff Lines Share (%),56.96122607
,2018,...,...,Trade Indicator,Index of export market penetration,
,2018,...,...,Trade Indicator,HH Market concentration index,
,2018,...,...,Development,Trade Balance (% of GDP),1.587647098
,2018,...,...,Development,Trade in services (% of GDP),10.38300978
,2018,...,...,Development,Trade (% of GDP),58.03393025
,2018,...,...,Development,"GNI per capita, Atlas method (current US$)",10982.31252
,2018,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,927022.1667
,2018,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,543000.3633
,2018,France,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,511228.7482
,2018,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,424051.9358
,2018,Netherlands,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,386826.6039
,2018,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,970791.5295
,2018,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,635692.0607
,2018,Netherlands,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,411297.0882
,2018,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,407561.029
,2018,France,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,388230.83
,2018,World,Animal,Export,Export(US$ Mil),181591.4656
,2018,World,Vegetable,Export,Export(US$ Mil),213893.8656
,2018,World,Food Products,Export,Export(US$ Mil),322715.9048
,2018,World,Minerals,Export,Export(US$ Mil),46580.30173
,2018,World,Fuels,Export,Export(US$ Mil),727177.5766
,2018,World,Chemicals,Export,Export(US$ Mil),998532.36
,2018,World,Plastic or Rubber,Export,Export(US$ Mil),358338.6822
,2018,World,Hides and Skins,Export,Export(US$ Mil),48160.54618
,2018,World,Wood,Export,Export(US$ Mil),225047.0373
,2018,World,Textiles and Clothing,Export,Export(US$ Mil),254380.4187
,2018,World,Footwear,Export,Export(US$ Mil),62691.77937
,2018,World,Stone and Glass,Export,Export(US$ Mil),297462.0397
,2018,World,Metals,Export,Export(US$ Mil),613960.243
,2018,World,Mach and Elec,Export,Export(US$ Mil),1531593.785
,2018,World,Transportation,Export,Export(US$ Mil),1003967.528
,2018,World,Miscellaneous,Export,Export(US$ Mil),660317.5996
,2018,World,Raw materials,Export,Export(US$ Mil),669071.1317
,2018,World,Intermediate goods,Export,Export(US$ Mil),1729989.289
,2018,World,Consumer goods,Export,Export(US$ Mil),2786482.777
,2018,World,Capital goods,Export,Export(US$ Mil),2116903.428
,2018,World,Raw materials,Import,Import(US$ Mil),803128.4208
,2018,World,Intermediate goods,Import,Import(US$ Mil),1659455.962
,2018,World,Consumer goods,Import,Import(US$ Mil),2617034.242
,2018,World,Capital goods,Import,Import(US$ Mil),2050787.576
,2018,World,All Products,Export,Exports (in US$ Mil),7546411.134
,2018,World,All Products,Import,Imports (in US$ Mil),7311063.882
,2018,World,All Products,Tariff,Duty Free Imports (US$ Thousand),636805386.4
,2018,...,...,Development,Trade Balance (current US$ Mil),873585.8781
,2018,...,...,Development,GDP (current US$ Mil),23068402.8
,2018,...,...,Tariff,No. Of Tariff Agreement,1939
,2018,...,...,Import,No. Of Import partners,238
,2018,...,...,Import,No. Of Import products,4611
,2018,...,...,Export,No. Of Export partners,238
,2018,...,...,Export,No. Of Export products,4601
,2018,...,...,Others,Population,918793590
,2018,...,...,Others,CPIA Trade Ratings,4.1
,2018,Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,12.2843
,2018,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,7.1955
,2018,France,All Products,Export,Partner share(%)-Top 5 Export Partner,6.7745
,2018,United Kingdom,All Products,Export,Partner share(%)-Top 5 Export Partner,5.6193
,2018,Netherlands,All Products,Export,Partner share(%)-Top 5 Export Partner,5.126
,2018,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,13.2784
,2018,China,All Products,Import,Partner share(%)-Top 5 Import Partner,8.6949
,2018,Netherlands,All Products,Import,Partner share(%)-Top 5 Import Partner,5.6257
,2018,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,5.5746
,2018,France,All Products,Import,Partner share(%)-Top 5 Import Partner,5.3102
,2018,World,Animal,Export,Export Product share(%),2.4063
,2018,World,Vegetable,Export,Export Product share(%),2.8344
,2018,World,Food Products,Export,Export Product share(%),4.2764
,2018,World,Minerals,Export,Export Product share(%),0.6173
,2018,World,Fuels,Export,Export Product share(%),9.6361
,2018,World,Chemicals,Export,Export Product share(%),13.2319
,2018,World,Plastic or Rubber,Export,Export Product share(%),4.7485
,2018,World,Hides and Skins,Export,Export Product share(%),0.6382
,2018,World,Wood,Export,Export Product share(%),2.9822
,2018,World,Textiles and Clothing,Export,Export Product share(%),3.3709
,2018,World,Footwear,Export,Export Product share(%),0.8307
,2018,World,Stone and Glass,Export,Export Product share(%),3.9418
,2018,World,Metals,Export,Export Product share(%),8.1358
,2018,World,Mach and Elec,Export,Export Product share(%),20.2957
,2018,World,Transportation,Export,Export Product share(%),13.3039
,2018,World,Miscellaneous,Export,Export Product share(%),8.7501
,2018,World,Raw materials,Export,Export Product share(%),8.8661
,2018,World,Intermediate goods,Export,Export Product share(%),22.9247
,2018,World,Consumer goods,Export,Export Product share(%),36.9246
,2018,World,Capital goods,Export,Export Product share(%),28.0518
,2018,World,Raw materials,Import,Import Product share(%),10.9851
,2018,World,Intermediate goods,Import,Import Product share(%),22.6979
,2018,World,Consumer goods,Import,Import Product share(%),35.7955
,2018,World,Capital goods,Import,Import Product share(%),28.0505
,2018,World,Raw materials,Tariff,Weighted Average (%),5.392546291
,2018,World,Intermediate goods,Tariff,Weighted Average (%),1.449273759
,2018,World,Consumer goods,Tariff,Weighted Average (%),3.302331955
,2018,World,Capital goods,Tariff,Weighted Average (%),1.263627635
,2018,World,All Products,Trade Indicator,World Growth (%),
,2018,World,All Products,Trade Indicator,Country Growth (%),
,2018,World,All Products,Tariff,Simple Average (%),3.645172225
,2018,World,All Products,Tariff,Weighted Average (%),2.462232597
,2018,World,All Products,Tariff,Maximum Rate (%),3000
,2018,World,All Products,Tariff,Duty Free Tariff Lines Share (%),59.85930258
,2018,...,...,Trade Indicator,Index of export market penetration,
,2018,...,...,Trade Indicator,HH Market concentration index,
,2018,...,...,Development,Trade Balance (% of GDP),3.44284594
,2018,...,...,Development,Trade in services (% of GDP),23.51498435
,2018,...,...,Development,Trade (% of GDP),84.09261026
,2018,...,...,Development,"GNI per capita, Atlas method (current US$)",24328.65224
Ecuador,2018,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,6671.509
Ecuador,2018,Peru,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1615.10837
Ecuador,2018,China,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1494.317067
Ecuador,2018,Chile,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1466.665106
Ecuador,2018,Panama,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1243.545877
Ecuador,2018,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5010.624686
Ecuador,2018,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,4352.591612
Ecuador,2018,Colombia,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,1809.245097
Ecuador,2018,Panama,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,1126.057314
Ecuador,2018,Brazil,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,981.3998423
Ecuador,2018,World,Animal,Export,Export(US$ Mil),3561.480092
Ecuador,2018,World,Vegetable,Export,Export(US$ Mil),4705.404734
Ecuador,2018,World,Food Products,Export,Export(US$ Mil),2635.584876
Ecuador,2018,World,Minerals,Export,Export(US$ Mil),108.8852653
Ecuador,2018,World,Fuels,Export,Export(US$ Mil),8806.561237
Ecuador,2018,World,Chemicals,Export,Export(US$ Mil),110.9562968
Ecuador,2018,World,Plastic or Rubber,Export,Export(US$ Mil),169.9267734
Ecuador,2018,World,Hides and Skins,Export,Export(US$ Mil),8.62088694
Ecuador,2018,World,Wood,Export,Export(US$ Mil),457.2606687
Ecuador,2018,World,Textiles and Clothing,Export,Export(US$ Mil),98.6384125
Ecuador,2018,World,Footwear,Export,Export(US$ Mil),36.16271903
Ecuador,2018,World,Stone and Glass,Export,Export(US$ Mil),217.2839269
Ecuador,2018,World,Metals,Export,Export(US$ Mil),350.8795537
Ecuador,2018,World,Mach and Elec,Export,Export(US$ Mil),211.992294
Ecuador,2018,World,Transportation,Export,Export(US$ Mil),82.11775274
Ecuador,2018,World,Miscellaneous,Export,Export(US$ Mil),44.37833305
Ecuador,2018,World,Raw materials,Export,Export(US$ Mil),15917.75939
Ecuador,2018,World,Intermediate goods,Export,Export(US$ Mil),1296.998636
Ecuador,2018,World,Consumer goods,Export,Export(US$ Mil),4144.152707
Ecuador,2018,World,Capital goods,Export,Export(US$ Mil),243.8499038
Ecuador,2018,World,Raw materials,Import,Import(US$ Mil),1036.161285
Ecuador,2018,World,Intermediate goods,Import,Import(US$ Mil),7201.025985
Ecuador,2018,World,Consumer goods,Import,Import(US$ Mil),9074.798602
Ecuador,2018,World,Capital goods,Import,Import(US$ Mil),5597.55814
Ecuador,2018,World,All Products,Export,Exports (in US$ Mil),21606.13382
Ecuador,2018,World,All Products,Import,Imports (in US$ Mil),23019.65262
Ecuador,2018,World,All Products,Tariff,Duty Free Imports (US$ Thousand),10690995.4
Ecuador,2018,...,...,Development,Trade Balance (current US$ Mil),-246.095
Ecuador,2018,...,...,Development,GDP (current US$ Mil),108398.058
Ecuador,2018,...,...,Tariff,No. Of Tariff Agreement,46
Ecuador,2018,...,...,Import,No. Of Import partners,194
Ecuador,2018,...,...,Import,No. Of Import products,3988
Ecuador,2018,...,...,Export,No. Of Export partners,165
Ecuador,2018,...,...,Export,No. Of Export products,2247
Ecuador,2018,...,...,Others,Population,17084357
Ecuador,2018,...,...,Others,Ease of Doing Business Rank,118
Ecuador,2018,...,...,Others,Trading Across Borders Rank,102
Ecuador,2016,...,...,Others,LPI Rank,74
Ecuador,2016,...,...,Others,LPI Score,2.779081
Ecuador,2014,...,...,Others,No Of NTM Affected Products (HS 6 Digit),2985
Ecuador,2014,...,...,Others,No Of NTM Measures,62
Ecuador,2009,...,...,Others,Overall Trade Restrictiveness Index -  Applied Tariff,0.0333879
Ecuador,2009,...,...,Others,Overall Trade Restrictiveness Index - MFN Tariff,0.0497022
Ecuador,,...,...,Others,Services Trade Restrictions Index - Over All,6.2
Ecuador,2013,...,...,Others,Temporary Trade Barriers in Effect - Simple Average,0.019372337
Ecuador,2013,...,...,Others,Temporary Trade Barriers in Effect - Weighted Average,0.040564831
Ecuador,2018,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,30.8778
Ecuador,2018,Peru,All Products,Export,Partner share(%)-Top 5 Export Partner,7.4752
Ecuador,2018,China,All Products,Export,Partner share(%)-Top 5 Export Partner,6.9162
Ecuador,2018,Chile,All Products,Export,Partner share(%)-Top 5 Export Partner,6.7882
Ecuador,2018,Panama,All Products,Export,Partner share(%)-Top 5 Export Partner,5.7555
Ecuador,2018,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,21.7667
Ecuador,2018,China,All Products,Import,Partner share(%)-Top 5 Import Partner,18.9082
Ecuador,2018,Colombia,All Products,Import,Partner share(%)-Top 5 Import Partner,7.8596
Ecuador,2018,Panama,All Products,Import,Partner share(%)-Top 5 Import Partner,4.8917
Ecuador,2018,Brazil,All Products,Import,Partner share(%)-Top 5 Import Partner,4.2633
Ecuador,2018,World,Animal,Export,Export Product share(%),16.4837
Ecuador,2018,World,Vegetable,Export,Export Product share(%),21.7781
Ecuador,2018,World,Food Products,Export,Export Product share(%),12.1983
Ecuador,2018,World,Minerals,Export,Export Product share(%),0.504
Ecuador,2018,World,Fuels,Export,Export Product share(%),40.7595
Ecuador,2018,World,Chemicals,Export,Export Product share(%),0.5135
Ecuador,2018,World,Plastic or Rubber,Export,Export Product share(%),0.7865
Ecuador,2018,World,Hides and Skins,Export,Export Product share(%),0.0399
Ecuador,2018,World,Wood,Export,Export Product share(%),2.1163
Ecuador,2018,World,Textiles and Clothing,Export,Export Product share(%),0.4565
Ecuador,2018,World,Footwear,Export,Export Product share(%),0.1674
Ecuador,2018,World,Stone and Glass,Export,Export Product share(%),1.0057
Ecuador,2018,World,Metals,Export,Export Product share(%),1.624
Ecuador,2018,World,Mach and Elec,Export,Export Product share(%),0.9812
Ecuador,2018,World,Transportation,Export,Export Product share(%),0.3801
Ecuador,2018,World,Miscellaneous,Export,Export Product share(%),0.2054
Ecuador,2018,World,Raw materials,Export,Export Product share(%),73.6724
Ecuador,2018,World,Intermediate goods,Export,Export Product share(%),6.0029
Ecuador,2018,World,Consumer goods,Export,Export Product share(%),19.1804
Ecuador,2018,World,Capital goods,Export,Export Product share(%),1.1286
Ecuador,2018,World,Raw materials,Import,Import Product share(%),4.5012
Ecuador,2018,World,Intermediate goods,Import,Import Product share(%),31.2821
Ecuador,2018,World,Consumer goods,Import,Import Product share(%),39.422
Ecuador,2018,World,Capital goods,Import,Import Product share(%),24.3164
Ecuador,2018,World,Raw materials,Tariff,Weighted Average (%),1.378811304
Ecuador,2018,World,Intermediate goods,Tariff,Weighted Average (%),2.355360891
Ecuador,2018,World,Consumer goods,Tariff,Weighted Average (%),13.52717477
Ecuador,2018,World,Capital goods,Tariff,Weighted Average (%),6.963032865
Ecuador,2018,World,All Products,Trade Indicator,World Growth (%),3.499290229
Ecuador,2018,World,All Products,Trade Indicator,Country Growth (%),4.611456173
Ecuador,2018,World,All Products,Tariff,Simple Average (%),9.483318928
Ecuador,2018,World,All Products,Tariff,Weighted Average (%),7.354558096
Ecuador,2018,World,All Products,Tariff,Maximum Rate (%),1116.80603
Ecuador,2018,World,All Products,Tariff,Duty Free Tariff Lines Share (%),51.04145692
Ecuador,2018,...,...,Trade Indicator,Index of export market penetration,3.175867324
Ecuador,2018,...,...,Trade Indicator,HH Market concentration index,0.123555488
Ecuador,2018,...,...,Development,Trade Balance (% of GDP),-0.227028975
Ecuador,2018,...,...,Development,Trade in services (% of GDP),5.352246597
Ecuador,2018,...,...,Development,Trade (% of GDP),45.8665551
Ecuador,2018,...,...,Development,"GNI per capita, Atlas method (current US$)",6110
"Egypt, Arab Rep.",2018,Italy,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,2052.52292
"Egypt, Arab Rep.",2018,Turkey,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,2015.535189
"Egypt, Arab Rep.",2018,United Arab Emirates,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1987.305506
"Egypt, Arab Rep.",2018,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1728.746411
"Egypt, Arab Rep.",2018,Saudi Arabia,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1438.358087
"Egypt, Arab Rep.",2018,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,11517.08405
"Egypt, Arab Rep.",2018,Saudi Arabia,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5671.167127
"Egypt, Arab Rep.",2018,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5464.793046
"Egypt, Arab Rep.",2018,Russian Federation,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,4860.928501
"Egypt, Arab Rep.",2018,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,4145.399793
"Egypt, Arab Rep.",2018,World,Animal,Export,Export(US$ Mil),400.5011905
"Egypt, Arab Rep.",2018,World,Vegetable,Export,Export(US$ Mil),3037.630582
"Egypt, Arab Rep.",2018,World,Food Products,Export,Export(US$ Mil),1472.755437
"Egypt, Arab Rep.",2018,World,Minerals,Export,Export(US$ Mil),457.3823316
"Egypt, Arab Rep.",2018,World,Fuels,Export,Export(US$ Mil),7198.499111
"Egypt, Arab Rep.",2018,World,Chemicals,Export,Export(US$ Mil),3941.723309
"Egypt, Arab Rep.",2018,World,Plastic or Rubber,Export,Export(US$ Mil),1907.724318
"Egypt, Arab Rep.",2018,World,Hides and Skins,Export,Export(US$ Mil),101.1814192
"Egypt, Arab Rep.",2018,World,Wood,Export,Export(US$ Mil),650.0484413
"Egypt, Arab Rep.",2018,World,Textiles and Clothing,Export,Export(US$ Mil),3191.370909
"Egypt, Arab Rep.",2018,World,Footwear,Export,Export(US$ Mil),4.816592088
"Egypt, Arab Rep.",2018,World,Stone and Glass,Export,Export(US$ Mil),2478.896525
"Egypt, Arab Rep.",2018,World,Metals,Export,Export(US$ Mil),2319.567822
"Egypt, Arab Rep.",2018,World,Mach and Elec,Export,Export(US$ Mil),1684.985422
"Egypt, Arab Rep.",2018,World,Transportation,Export,Export(US$ Mil),119.285287
"Egypt, Arab Rep.",2018,World,Miscellaneous,Export,Export(US$ Mil),417.5928503
"Egypt, Arab Rep.",2018,World,Raw materials,Export,Export(US$ Mil),5259.852947
"Egypt, Arab Rep.",2018,World,Intermediate goods,Export,Export(US$ Mil),9982.256273
"Egypt, Arab Rep.",2018,World,Consumer goods,Export,Export(US$ Mil),13434.56304
"Egypt, Arab Rep.",2018,World,Capital goods,Export,Export(US$ Mil),628.4574928
"Egypt, Arab Rep.",2018,World,Raw materials,Import,Import(US$ Mil),16645.68926
"Egypt, Arab Rep.",2018,World,Intermediate goods,Import,Import(US$ Mil),23916.9504
"Egypt, Arab Rep.",2018,World,Consumer goods,Import,Import(US$ Mil),25554.30913
"Egypt, Arab Rep.",2018,World,Capital goods,Import,Import(US$ Mil),14820.26615
"Egypt, Arab Rep.",2018,World,All Products,Export,Exports (in US$ Mil),29383.96155
"Egypt, Arab Rep.",2018,World,All Products,Import,Imports (in US$ Mil),80992.32174
"Egypt, Arab Rep.",2018,World,All Products,Tariff,Duty Free Imports (US$ Thousand),47916583.67
"Egypt, Arab Rep.",2018,...,...,Development,Trade Balance (current US$ Mil),-26229.34136
"Egypt, Arab Rep.",2018,...,...,Development,GDP (current US$ Mil),250894.7604
"Egypt, Arab Rep.",2018,...,...,Tariff,No. Of Tariff Agreement,22
"Egypt, Arab Rep.",2018,...,...,Import,No. Of Import partners,178
"Egypt, Arab Rep.",2018,...,...,Import,No. Of Import products,4183
"Egypt, Arab Rep.",2018,...,...,Export,No. Of Export partners,173
"Egypt, Arab Rep.",2018,...,...,Export,No. Of Export products,2583
"Egypt, Arab Rep.",2018,...,...,Others,Population,98423595
"Egypt, Arab Rep.",2018,...,...,Others,Ease of Doing Business Rank,128
"Egypt, Arab Rep.",2018,...,...,Others,Trading Across Borders Rank,170
"Egypt, Arab Rep.",2016,...,...,Others,LPI Rank,49
"Egypt, Arab Rep.",2016,...,...,Others,LPI Score,3.184964
"Egypt, Arab Rep.",2013,...,...,Others,No Of NTM Affected Products (HS 6 Digit),14
"Egypt, Arab Rep.",2013,...,...,Others,No Of NTM Measures,3
"Egypt, Arab Rep.",2009,...,...,Others,Overall Trade Restrictiveness Index -  Applied Tariff,0.3344296
"Egypt, Arab Rep.",2009,...,...,Others,Overall Trade Restrictiveness Index - MFN Tariff,0.344483
"Egypt, Arab Rep.",,...,...,Others,Services Trade Restrictions Index - Over All,52.1
"Egypt, Arab Rep.",2018,Italy,All Products,Export,Partner share(%)-Top 5 Export Partner,6.9852
"Egypt, Arab Rep.",2018,Turkey,All Products,Export,Partner share(%)-Top 5 Export Partner,6.8593
"Egypt, Arab Rep.",2018,United Arab Emirates,All Products,Export,Partner share(%)-Top 5 Export Partner,6.7632
"Egypt, Arab Rep.",2018,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,5.8833
"Egypt, Arab Rep.",2018,Saudi Arabia,All Products,Export,Partner share(%)-Top 5 Export Partner,4.895
"Egypt, Arab Rep.",2018,China,All Products,Import,Partner share(%)-Top 5 Import Partner,14.22
"Egypt, Arab Rep.",2018,Saudi Arabia,All Products,Import,Partner share(%)-Top 5 Import Partner,7.0021
"Egypt, Arab Rep.",2018,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,6.7473
"Egypt, Arab Rep.",2018,Russian Federation,All Products,Import,Partner share(%)-Top 5 Import Partner,6.0017
"Egypt, Arab Rep.",2018,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,5.1183
"Egypt, Arab Rep.",2018,World,Animal,Export,Export Product share(%),1.363
"Egypt, Arab Rep.",2018,World,Vegetable,Export,Export Product share(%),10.3377
"Egypt, Arab Rep.",2018,World,Food Products,Export,Export Product share(%),5.0121
"Egypt, Arab Rep.",2018,World,Minerals,Export,Export Product share(%),1.5566
"Egypt, Arab Rep.",2018,World,Fuels,Export,Export Product share(%),24.4981
"Egypt, Arab Rep.",2018,World,Chemicals,Export,Export Product share(%),13.4145
"Egypt, Arab Rep.",2018,World,Plastic or Rubber,Export,Export Product share(%),6.4924
"Egypt, Arab Rep.",2018,World,Hides and Skins,Export,Export Product share(%),0.3443
"Egypt, Arab Rep.",2018,World,Wood,Export,Export Product share(%),2.2123
"Egypt, Arab Rep.",2018,World,Textiles and Clothing,Export,Export Product share(%),10.8609
"Egypt, Arab Rep.",2018,World,Footwear,Export,Export Product share(%),0.0164
"Egypt, Arab Rep.",2018,World,Stone and Glass,Export,Export Product share(%),8.4362
"Egypt, Arab Rep.",2018,World,Metals,Export,Export Product share(%),7.894
"Egypt, Arab Rep.",2018,World,Mach and Elec,Export,Export Product share(%),5.7344
"Egypt, Arab Rep.",2018,World,Transportation,Export,Export Product share(%),0.406
"Egypt, Arab Rep.",2018,World,Miscellaneous,Export,Export Product share(%),1.4212
"Egypt, Arab Rep.",2018,World,Raw materials,Export,Export Product share(%),17.9004
"Egypt, Arab Rep.",2018,World,Intermediate goods,Export,Export Product share(%),33.9718
"Egypt, Arab Rep.",2018,World,Consumer goods,Export,Export Product share(%),45.7207
"Egypt, Arab Rep.",2018,World,Capital goods,Export,Export Product share(%),2.1388
"Egypt, Arab Rep.",2018,World,Raw materials,Import,Import Product share(%),20.5522
"Egypt, Arab Rep.",2018,World,Intermediate goods,Import,Import Product share(%),29.5299
"Egypt, Arab Rep.",2018,World,Consumer goods,Import,Import Product share(%),31.5515
"Egypt, Arab Rep.",2018,World,Capital goods,Import,Import Product share(%),18.2984
"Egypt, Arab Rep.",2018,World,Raw materials,Tariff,Weighted Average (%),0.641772093
"Egypt, Arab Rep.",2018,World,Intermediate goods,Tariff,Weighted Average (%),3.667923835
"Egypt, Arab Rep.",2018,World,Consumer goods,Tariff,Weighted Average (%),22.98718285
"Egypt, Arab Rep.",2018,World,Capital goods,Tariff,Weighted Average (%),3.613117609
"Egypt, Arab Rep.",2018,World,All Products,Trade Indicator,World Growth (%),3.499290229
"Egypt, Arab Rep.",2018,World,All Products,Trade Indicator,Country Growth (%),2.592340906
"Egypt, Arab Rep.",2018,World,All Products,Tariff,Simple Average (%),9.571684962
"Egypt, Arab Rep.",2018,World,All Products,Tariff,Weighted Average (%),8.186852968
"Egypt, Arab Rep.",2018,World,All Products,Tariff,Maximum Rate (%),3000
"Egypt, Arab Rep.",2018,World,All Products,Tariff,Duty Free Tariff Lines Share (%),59.16554107
"Egypt, Arab Rep.",2018,...,...,Trade Indicator,Index of export market penetration,6.696642845
"Egypt, Arab Rep.",2018,...,...,Trade Indicator,HH Market concentration index,0.03605611
"Egypt, Arab Rep.",2018,...,...,Development,Trade Balance (% of GDP),-10.4543201
"Egypt, Arab Rep.",2018,...,...,Development,Trade in services (% of GDP),16.8462715
"Egypt, Arab Rep.",2018,...,...,Development,Trade (% of GDP),48.27827106
"Egypt, Arab Rep.",2018,...,...,Development,"GNI per capita, Atlas method (current US$)",2800
Eritrea,2003,Fm Sudan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1.292275
Eritrea,2003,Singapore,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,0.82012
Eritrea,2003,Italy,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,0.7685
Eritrea,2003,Netherlands,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,0.688952
Eritrea,2003,India,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,0.478329
Eritrea,2003,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,68.954703
Eritrea,2003,United Arab Emirates,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,53.026542
Eritrea,2003,Italy,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,50.141245
Eritrea,2003,Saudi Arabia,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,45.502906
Eritrea,2003,India,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,27.127185
Eritrea,2003,World,Animal,Export,Export(US$ Mil),2.267446
Eritrea,2003,World,Vegetable,Export,Export(US$ Mil),1.39241
Eritrea,2003,World,Food Products,Export,Export(US$ Mil),0.161744
Eritrea,2003,World,Minerals,Export,Export(US$ Mil),0.017181
Eritrea,2003,World,Fuels,Export,Export(US$ Mil),
Eritrea,2003,World,Chemicals,Export,Export(US$ Mil),0.074847
Eritrea,2003,World,Plastic or Rubber,Export,Export(US$ Mil),0.182561
Eritrea,2003,World,Hides and Skins,Export,Export(US$ Mil),0.953106
Eritrea,2003,World,Wood,Export,Export(US$ Mil),0.006518
Eritrea,2003,World,Textiles and Clothing,Export,Export(US$ Mil),0.582134
Eritrea,2003,World,Footwear,Export,Export(US$ Mil),0.091804
Eritrea,2003,World,Stone and Glass,Export,Export(US$ Mil),0.013148
Eritrea,2003,World,Metals,Export,Export(US$ Mil),0.18459
Eritrea,2003,World,Mach and Elec,Export,Export(US$ Mil),0.049743
Eritrea,2003,World,Transportation,Export,Export(US$ Mil),0.193667
Eritrea,2003,World,Miscellaneous,Export,Export(US$ Mil),0.447855
Eritrea,2003,World,Raw materials,Export,Export(US$ Mil),4.059291
Eritrea,2003,World,Intermediate goods,Export,Export(US$ Mil),1.843643
Eritrea,2003,World,Consumer goods,Export,Export(US$ Mil),0.665486
Eritrea,2003,World,Capital goods,Export,Export(US$ Mil),0.050335
Eritrea,2003,World,Raw materials,Import,Import(US$ Mil),99.184264
Eritrea,2003,World,Intermediate goods,Import,Import(US$ Mil),112.154658
Eritrea,2003,World,Consumer goods,Import,Import(US$ Mil),126.811558
Eritrea,2003,World,Capital goods,Import,Import(US$ Mil),94.652531
Eritrea,2003,World,All Products,Export,Exports (in US$ Mil),6.61876
Eritrea,2003,World,All Products,Import,Imports (in US$ Mil),432.846623
Eritrea,2003,...,...,Import,No. Of Import partners,89
Eritrea,2003,...,...,Import,No. Of Import products,3271
Eritrea,2003,...,...,Export,No. Of Export partners,38
Eritrea,2003,...,...,Export,No. Of Export products,232
Eritrea,2011,...,...,Others,Population,3213972
Eritrea,2018,...,...,Others,Ease of Doing Business Rank,189
Eritrea,2018,...,...,Others,Trading Across Borders Rank,189
Eritrea,2018,...,...,Others,CPIA Trade Ratings,2
Eritrea,2016,...,...,Others,LPI Rank,144
Eritrea,2016,...,...,Others,LPI Score,2.171842
Eritrea,2003,Fm Sudan,All Products,Export,Partner share(%)-Top 5 Export Partner,19.5244
Eritrea,2003,Singapore,All Products,Export,Partner share(%)-Top 5 Export Partner,12.3908
